百日咳,穿心莲内酯片
百日咳,百咳静糖浆
苯中毒,布美他尼片
苯中毒,十一味金色丸
喘息样支气管炎,布地奈德气雾剂
喘息样支气管炎,喷托维林氯化铵糖浆
成人呼吸窘迫综合征,人血白蛋白
成人呼吸窘迫综合征,注射用还原型谷胱甘肽钠
单纯性肺嗜酸粒细胞浸润症,头孢泊肟酯胶囊
单纯性肺嗜酸粒细胞浸润症,头孢氨苄甲氧苄啶片
大叶性肺炎,乳酸左氧氟沙星片
大叶性肺炎,阿奇霉素片
大楼病综合征,云南花粉片
大楼病综合征,注射用盐酸溴己新
二硫化碳中毒,布美他尼片
二硫化碳中毒,十一味金色丸
肺-胸膜阿米巴病,甲硝唑片
肺-胸膜阿米巴病,替硝唑片
肺出血－肾炎综合征,雷公藤多苷片
肺出血－肾炎综合征,甲泼尼龙片
肺放线菌病,盐酸克林霉素棕榈酸酯分散片
肺放线菌病,盐酸克林霉素胶囊
肺曲菌病,乳酸左氧氟沙星片
肺曲菌病,阿奇霉素片
放射性肺炎,乳酸左氧氟沙星片
放射性肺炎,阿奇霉素片
肺念珠菌病,转移因子口服溶液
肺念珠菌病,克霉唑阴道片
肺炎球菌肺炎,阿奇霉素片
肺炎球菌肺炎,阿奇霉素分散片
肺气肿,噻托溴铵粉雾剂
肺气肿,氨茶碱片
肺炎杆菌肺炎,头孢氨苄胶囊
肺炎杆菌肺炎,盐酸左氧氟沙星胶囊
肺脓肿,阿莫西林克拉维酸钾(4:1)分散片
肺脓肿,回生甘露丸
肺栓塞,双嘧达莫片
肺栓塞,注射用尿激酶
肺炎,阿奇霉素片
肺炎,头孢克洛颗粒
肺水肿,氨茶碱片
肺水肿,呋塞米片
非典,盐酸金刚烷胺糖浆
肺转移瘤,威麦宁胶囊
肺转移瘤,转移因子口服溶液
肺炎性假瘤,注射用盐酸头孢替安
肺炎性假瘤,托西酸舒他西林胶囊
肺隐球菌病,伏立康唑片
肺隐球菌病,盐酸伊曲康唑胶囊
肺癌,复方万年青胶囊
肺癌,槐耳颗粒
镉中毒,注射用鼠神经生长因子
镉中毒,布美他尼片
感冒,利巴韦林颗粒
感冒,感冒灵颗粒
感染性休克,参附注射液
感染性休克,人血白蛋白
过敏性休克,盐酸苯海拉明注射液
过敏性休克,注射用氢化可的松琥珀酸钠
Goodpasture综合征,雷公藤多苷片
Goodpasture综合征,甲泼尼龙片
过敏性肺炎,乳酸左氧氟沙星片
过敏性肺炎,阿奇霉素片
汞中毒,布美他尼片
汞中毒,十一味金色丸
呼吸性细支气管相关的间质性肺疾病,醋酸泼尼松片
呼吸性细支气管相关的间质性肺疾病,清热消炎宁片
呼吸衰竭,尼可刹米注射液
呼吸衰竭,盐酸多沙普仑注射液
呼吸道合胞病毒肺炎,利巴韦林分散片
呼吸道合胞病毒肺炎,利巴韦林片
减压病,云南花粉片
减压病,注射用盐酸溴己新
急性呼吸衰竭,尼可刹米注射液
急性呼吸衰竭,盐酸多沙普仑注射液
急性肺脓肿,盐酸克林霉素棕榈酸酯分散片
急性肺脓肿,盐酸克林霉素胶囊
军团病,克拉霉素分散片
军团病,罗红霉素分散片
急性呼吸窘迫综合征,地塞米松磷酸钠注射液
