百日咳,南瓜子仁
百日咳,圆白菜
百日咳,樱桃番茄
百日咳,小白菜
苯中毒,鸡蛋
苯中毒,大豆
苯中毒,猪肉(瘦)
苯中毒,樱桃番茄
喘息样支气管炎,鸡蛋
喘息样支气管炎,海蚌
喘息样支气管炎,赤贝
喘息样支气管炎,圆白菜
成人呼吸窘迫综合征,莲子
成人呼吸窘迫综合征,生菜
成人呼吸窘迫综合征,山药
成人呼吸窘迫综合征,空心菜
大叶性肺炎,栗子（熟）
大叶性肺炎,鲫鱼
大叶性肺炎,猪肉(瘦)
大叶性肺炎,油菜
大楼病综合征,圆白菜
大楼病综合征,小白菜
大楼病综合征,生菜
大楼病综合征,空心菜
二硫化碳中毒,生菜
二硫化碳中毒,南瓜
二硫化碳中毒,苦瓜
二硫化碳中毒,空心菜
肺出血－肾炎综合征,茄子
肺出血－肾炎综合征,空心菜
肺出血－肾炎综合征,茭白
肺出血－肾炎综合征,番茄
肺放线菌病,油菜
肺放线菌病,生菜
肺放线菌病,南瓜
肺放线菌病,空心菜
肺曲菌病,鸡蛋
肺曲菌病,鲤鱼
肺曲菌病,鲫鱼
肺曲菌病,油麦菜
放射性肺炎,莲子
放射性肺炎,豆浆
放射性肺炎,生菜
放射性肺炎,南瓜
肺念珠菌病,鸡蛋清
肺念珠菌病,鸡
肺念珠菌病,杏仁
肺念珠菌病,核桃
肺炎球菌肺炎,鸡蛋
肺炎球菌肺炎,鲈鱼
肺炎球菌肺炎,鲢鱼
肺炎球菌肺炎,鲤鱼
肺气肿,鹿肉
肺气肿,鸡肝
肺气肿,杏仁
肺气肿,松子仁
肺炎杆菌肺炎,鹿肉
肺炎杆菌肺炎,鸡蛋
肺炎杆菌肺炎,鸡肝
肺炎杆菌肺炎,杏仁
肺脓肿,鹿肉
肺脓肿,鸡肝
肺脓肿,杏仁
肺脓肿,松子仁
肺栓塞,鹿肉
肺栓塞,蜂蜜
肺栓塞,鸡肝
肺栓塞,芝麻
肺炎,鸭肉
肺炎,鸡心
肺炎,腰果
肺炎,松子仁
肺大泡,鸭肉
肺大泡,腰果
肺大泡,松子仁
肺大泡,莲子
肺水肿,鸡肝
肺水肿,杏仁
肺水肿,松子仁
肺水肿,花生
非典,鹿肉
非典,鸡肝
非典,杏仁
非典,松子仁
肺转移瘤,鸭肉
肺转移瘤,腰果
肺转移瘤,松子仁
肺转移瘤,莲子
肺炎性假瘤,鸭肉
肺炎性假瘤,腰果
肺炎性假瘤,松子仁
肺炎性假瘤,莲子
肺癌,鸡肉
肺癌,芝麻
肺癌,腰果
肺癌,甜杏仁
感冒,鸡蛋
感冒,鹌鹑蛋
感冒,芝麻
感冒,南瓜子仁
感染性休克,鸡蛋
感染性休克,芝麻
感染性休克,桃仁
感染性休克,南瓜子仁
过敏性休克,鸡蛋
过敏性休克,鹌鹑蛋
过敏性休克,芝麻
过敏性休克,南瓜子仁
Goodpasture综合征,芝麻
Goodpasture综合征,南瓜子仁
Goodpasture综合征,栗子（熟）
Goodpasture综合征,葵花子仁
过敏性肺炎,芝麻
过敏性肺炎,南瓜子仁
过敏性肺炎,栗子（熟）
过敏性肺炎,葵花子仁
汞中毒,芝麻
汞中毒,南瓜子仁
汞中毒,栗子（熟）
汞中毒,葵花子仁
呼吸道异物,芝麻
呼吸道异物,南瓜子仁
呼吸道异物,栗子（熟）
呼吸道异物,葵花子仁
呼吸性细支气管相关的间质性肺疾病,鸡蛋
呼吸性细支气管相关的间质性肺疾病,芝麻
呼吸性细支气管相关的间质性肺疾病,南瓜子仁
呼吸性细支气管相关的间质性肺疾病,栗子（熟）
呼吸衰竭,芝麻
呼吸衰竭,南瓜子仁
