肺泡蛋白质沉积症,胸部CT检查
肺泡蛋白质沉积症,肺活检
肺泡蛋白质沉积症,支气管镜检查
百日咳,耳、鼻、咽拭子细菌培养
百日咳,周围血白细胞计数及分类检验
百日咳,血常规
百日咳,酶联免疫吸附试验
百日咳,白细胞分类计数
苯中毒,血常规
苯中毒,骨髓象分析
苯中毒,先令氏指数
喘息样支气管炎,肺部检查
喘息样支气管炎,肺和胸膜听诊
喘息样支气管炎,抗链球菌型M蛋白抗体
喘息样支气管炎,抗链球菌壁多糖抗体
喘息样支气管炎,酶联免疫吸附试验
成人呼吸窘迫综合征,胸部CT检查
成人呼吸窘迫综合征,呼吸肌功能测定
成人呼吸窘迫综合征,血浆蛋白C抗原
成人呼吸窘迫综合征,肺泡气-动脉血氧分压差
成人呼吸窘迫综合征,肺毛细血管楔压
大量羊水吸入,肺部检查
大量羊水吸入,胸部透视
大量羊水吸入,胸部平片
大量羊水吸入,胸部CT检查
单纯性肺嗜酸粒细胞浸润症,痰液中细胞分类
单纯性肺嗜酸粒细胞浸润症,胸部平片
单纯性肺嗜酸粒细胞浸润症,痰液中寄生虫和虫卵
大叶性肺炎,Optochin敏感试验
大叶性肺炎,小白鼠毒力试验
大叶性肺炎,痰培养
大叶性肺炎,肺活量体重指数
大叶性肺炎,胸部平片
大叶性肺炎,免疫电泳
大叶性肺炎,血常规
大叶性肺炎,痰液细菌涂片检查
大楼病综合征,钼靶X线检查
大楼病综合征,CT检查
大楼病综合征,血常规
二硫化碳中毒,血常规
二硫化碳中毒,尿常规
二硫化碳中毒,肾功能检查
二硫化碳中毒,神经系统检查
二硫化碳中毒,眼底荧光血管造影
二硫化碳中毒,肌电图
二硫化碳中毒,脑电图检查
二硫化碳中毒,心肺功能运动试验（CPET）
肺-胸膜阿米巴病,胸部平片
肺-胸膜阿米巴病,痰液病原体检查
肺出血－肾炎综合征,痰液常规检查
肺出血－肾炎综合征,尿液镜检法
肺出血－肾炎综合征,胸部平片
肺出血－肾炎综合征,肾功能检查
肺出血－肾炎综合征,抗肾小球基底膜抗体测定（AGBM）
肺出血－肾炎综合征,隐血试验与含铁血黄素检查
肺放线菌病,痰液病原体检查
肺放线菌病,胸部平片
肺泡蛋白沉着症,胸部CT检查
肺泡蛋白沉着症,支气管镜检查
肺泡蛋白沉着症,肺活检
肺曲菌病,胸部平片
肺曲菌病,痰培养
肺曲菌病,纤维支气管镜检查
肺曲菌病,胸部CT检查
肺曲菌病,痰液细菌涂片检查
放射性肺炎,胸部平片
放射性肺炎,肺功能检查
放射性肺炎,通气与血流灌注比值（V/Q）
放射性肺炎,每分钟最大通气量（MVV）
放射性肺炎,血常规
肺念珠菌病,肺量计检测
肺念珠菌病,胸部平片
肺念珠菌病,痰液细菌涂片检查
肺大疱,胸部CT检查
肺大疱,支气管造影
肺大疱,胸部平片
肺炎球菌肺炎,胸部平片
肺炎球菌肺炎,血常规
肺气肿,肺量计检测
肺气肿,残气量／肺总量比值（RV/TLC）
肺气肿,肺容量测定
肺气肿,肺活量（VC）
肺气肿,最大呼气流量-容积曲线（MEFV）
肺气肿,深吸气量（IC）
肺气肿,一秒用力呼出量／用力肺活量比值
肺气肿,心电图
肺气肿,无效腔气量／潮气量比值
肺气肿,肺泡气-动脉血氧分压差
肺炎杆菌肺炎,痰液细菌涂片检查
肺炎杆菌肺炎,痰液细菌培养
肺炎杆菌肺炎,血常规
肺脓肿,血常规
肺脓肿,肺功能检查
肺脓肿,呼吸道粘液-纤毛清除功能测定
肺脓肿,剖胸术
肺脓肿,纤维支气管镜检查
肺脓肿,支气管造影
肺脓肿,痰液显微镜检查
肺脓肿,胸部CT检查
肺栓塞,心电图
肺栓塞,生理无效腔（Vd/Vt）
肺栓塞,通气与血流灌注比值（V/Q）
肺栓塞,肺灌注显像
肺栓塞,因子VIII/因子IX促凝活性
肺栓塞,血清纤维蛋白降解产物测定
肺栓塞,补呼气量
肺栓塞,潮气容量
肺栓塞,凝血因子活性测定
肺栓塞,凝血因子活性测定(因子Ⅷ∶C、Ⅸ∶C)
肺炎,痰液病原体检查
肺炎,尿常规
肺炎,痰液常规检查
肺炎,痰液细菌培养
肺炎,胸部平片
肺炎,胸部MRI
肺炎,纤维支气管镜检查
肺炎,胸部CT检查
肺炎,嗜中性杆状粒细胞数
肺炎,血常规
肺大泡,胸部平片
肺大泡,胸部CT检查
肺大泡,支气管造影
肺大泡,呼吸道粘液-纤毛清除功能测定
肺水肿,胸部平片
