0,血肌酐(Cr,Crea)
1,速发型变态反应皮肤测试
2,运动功能检查
3,GnRH兴奋试验
4,腹部血管超声检查
5,角膜检查
6,鼻胆管引流（ENBD）
7,HPV检查
8,抗甲状腺过氧化物酶抗体
9,凝血因子活性测定
10,甲状腺、甲状旁腺的超声检查
11,葡萄糖6-磷酸脱氢酶荧光斑点试验
12,Ⅱ级产前超声检查
13,极低密度脂蛋白-胆固醇
14,血清触珠蛋白（Hp）
15,游离甲状腺素
16,沉淀反应
17,优生五项
18,腹部叩诊
19,抗线粒体抗体（AMA）
20,尿肌红蛋白
21,红细胞乳酸生成率
22,腺病毒抗体
23,儿童五官科检查
24,血清α1-酸性糖蛋白
25,髋膝屈曲试验
26,前臂直尺试验
27,产科检查
28,尿谷草转氨酶（GOT）
29,阴茎动脉血压
30,骨盆倾斜试验
31,弓形虫点免疫金渗滤法
32,磁共振平扫
33,血浆蛋白C抗原
34,75克葡萄糖耐量检查
35,包虫病补体结合试验
36,变性球蛋白(Heinz)小体生成试验
37,尿胆原（URO）
38,脑脊液髓鞘碱性蛋白片段
39,血清骨钙素（BGP）
40,肺内分流量（Qsp,Qs/Qt）
41,精液酸性磷酸酶
42,颞动脉活检
43,性别观察
44,胶乳凝集抑制试验(LAI)
45,胆道系统特殊检查和护理
46,脑脊液环磷腺苷
47,血清载脂蛋白测定
48,纤维蛋白原
49,尿肌酐
50,身体器官功能与营养
51,芬科斯试验
52,尿液细菌培养
53,抗丁型肝炎病毒IgG抗体
54,血氧饱和度(SaO2)
55,阴道瘘膀胱镜检查
56,血液电解质检查
57,凝血酶原时间（PT）
58,床旁摄片
59,神经系统核医学检查
60,孕尿雌三醇测定（E3）
61,血清胰高血糖素（PG）
62,芬斯特弗征
63,双氢睾酮
64,狼疮带试验
65,角膜染色法
66,血清总脂
67,脑脊液梅毒血清补体结合反应
68,抗单链DNA(ssDNA)抗体
69,血吸虫间接血凝试验
70,乙肝两对半
71,孕酮(P)
72,脑脊液5-羟吲哚乙酸
73,人绒毛膜促性腺激素
74,淋菌培养
75,中年男性体检
76,脑脊液铜
77,甲状旁腺激素
78,拇短展肌肌力试验
79,肺通气功能
80,尿隐血（BLD）
81,流行性脑脊髓膜炎免疫学试验
82,上消化道X线钡餐
83,血清Ⅳ型胶原蛋白
84,色觉
85,臂丛牵拉试验
86,胎儿发育检查
87,粪钙
88,变性球蛋白(Heinz)小体染色试验
89,引线试验
90,弓形体抗体测定
91,鼻内激发试验
92,4字试验
93,介入性宫内取材检查
94,巴氏(Pap) 阴道细胞涂片检查
95,淋巴细胞比值(LY%)
96,步态分析
97,血清三碘甲状腺原氨酸
98,趾长屈肌肌力试验
99,负荷试验脑血流灌注显像
100,抗心肌抗体（AMA）
101,大隐静脉瓣膜功能试验
102,戈德伟特试验
103,卧立位试验
104,面神经的运动检查
105,阴道窥器检查
106,压颈试验
107,颅整体观
108,嗜酸性粒细胞计数（E）
109,脑脊液环磷鸟苷
110,胎心胎动
111,血清甲胎蛋白(AFP)
112,尿前列腺素
113,孕激素
114,β2-微球蛋白清除试验
115,皮肤颜色
116,蔗糖溶血试验
117,异型中性粒细胞
118,床边试验
119,前列腺特异性酸性磷酸酶
