0,皮肤黏膜淋巴结综合征
1,原发性阿米巴脑膜脑炎
2,糖尿病伴发的葡萄膜炎
3,先天自愈性朗格汉斯组织细胞增生症
4,结肠血管畸形
5,胃脂肪瘤
6,肝-甲状腺综合征
7,酒胀
8,膀胱膨出
9,耳疔
10,结肠血管扩张症
11,β-氨基酸尿
12,小儿紫斑湿疹综合征
13,小儿腹股沟斜疝
14,迷路窗破裂
15,贾第虫病
16,嗅觉障碍
17,楔状缺损
18,萎缩纹
19,不完全性肠梗阻
20,盆腔炎症性不孕症
21,大叶性肺炎
22,心肌梗塞并发左心室室壁瘤
23,脊髓分裂症
24,便秘
25,蜘蛛痣
26,毛囊性黏蛋白病
27,母儿ABO血型不合
28,铍中毒
29,变性性近视的眼底损害
30,胃柿石
31,呼吸道合胞病毒感染
32,肠系膜淋巴结炎
33,职业性皮肤癌
34,胫骨髁骨折
35,原发性单克隆免疫球蛋白病
36,咽喉癌
37,小儿血管角质瘤综合征
38,老年人急性左心衰竭
39,毒蛇咬伤
40,儿童焦虑症
41,脐带脱垂
42,异常血红蛋白病
43,耳疖
44,外阴平滑肌瘤
45,先天性小喉
46,小儿柞蚕蛹性脑病综合征
47,白内障
48,手足癣
49,腹股沟滑动性疝
50,显微镜下多血管炎
51,色欲伤
52,心室肌致密化不全
53,虹膜睫状体炎
54,反射性交感神经营养不良综合征
55,弯曲菌感染
56,股骨粗隆间骨折
57,老年人霍奇金淋巴瘤
58,小儿神经性贪食
59,小儿食物中毒
60,鳄皮婴儿综合征
61,腮腺混合瘤
62,肾动静脉瘘
63,慢性上颌窦炎
64,前列腺异位
65,中满
66,第3腰椎横突过长畸形
67,小儿肝性脑病
68,阴虚火旺
69,胰瘘
70,脑型疟疾
71,潜水性内耳损伤
72,先天性直肠肛门畸形
73,进行性脊髓性肌萎缩症
74,多毛症
75,尿道创伤
76,肱骨内上髁骨折
77,海绵窦血栓
78,尺管综合征
79,小儿丙酸血症
80,髋关节结核
81,营养代谢障碍疾病
82,肾性氨基酸尿
83,脑脓肿
84,重瞳
85,大脑凸面脑膜瘤
86,奋森咽峡炎
87,胬肉攀睛
88,非淋球菌性细菌性关节炎
89,消化系癌伴血液病综合征
90,急性间歇性卟啉病
91,小儿弓形腿综合征
92,小儿斜视
93,新生儿出血症
94,乳糜尿
95,急性风湿热肾损害
96,持久性豆状角化过度病
97,指甲-髌骨综合征
98,Alagille综合征
99,马拉色菌病
100,腹痛
101,腹壁间疝
102,瑞列绦虫病
103,增生性玻璃体视网膜病变
104,急性失血性贫血
105,晒伤
106,低钾血症肾病
107,小儿龋病
108,拟除虫菊酯类杀虫药中毒
109,小儿播散性血管内凝血
110,急性全自主神经失调症
111,类圆线虫病
112,血管内大B细胞淋巴瘤
113,肺寒
114,应激反应及适应障碍
115,小儿无菌性脑膜炎综合征
116,肺嗜酸细胞组织细胞增生症
117,结核性干性胸膜炎
118,视网膜动脉阻塞
119,先天性肌缺如
120,外伤后头痛
121,神经纤维肉瘤
122,脑痨
123,先兆流产
124,单纯性肾囊肿
125,乳头乳晕角化过度症
126,外阴佩吉特病
127,小儿贾第虫病
128,甲氨蝶呤相关的淋巴增殖性疾病
129,肺结节
130,鼻出血
131,Stargardt病
132,急性单纯性咽炎
133,急性出血坏死型胰腺炎
134,食瘕
135,温抗体型自身免疫性溶血性贫血
136,胆石性肠绞塞综合征
137,肉痹
138,赖氏综合征
139,朗格汉斯细胞组织细胞增生症
140,梅勒尼坏疽
141,小儿疳痢
142,肺囊性纤维化
143,阴道壁脱垂
144,踝关节扭伤
145,坏死性筋膜炎
146,鼻病
147,急性酒中毒
148,获得性免疫缺陷综合征相关淋巴瘤
149,原发性巨球蛋白血症
150,脐膨出
151,睾丸囊肿
152,结节性液化性脂膜炎
153,未分化脊柱关节病
154,股神经痛
155,颌骨骨折
156,小儿珠蛋白生成障碍性贫血
157,军团菌病
158,智力低下
159,嵌顿包茎
160,潮热
161,十二指肠重复畸形
162,慢性阻塞性肺疾病
163,耳廓软骨膜炎
164,曼陀罗中毒
165,离位皮炎
166,肝性脊髓病
167,绝经后子宫颈癌
168,腹膜间皮瘤
169,副神经损伤
170,脊髓空洞症
171,血管性血友病
172,喉疮
173,粉碎性骨折
174,铁利用性贫血
175,脚癣
176,外阴神经性皮炎
177,小儿库欣综合征
178,眼球震颤阻滞综合征
179,肺衰
180,寄生虫病
181,慢性黏膜皮肤念珠菌病
182,骨折
183,臀位难产
184,老年人甲亢性心脏病
185,叶酸缺乏神经病
186,石膏综合征
187,网状青斑和青斑性血管炎
188,混合型慢性高原病
189,网络成瘾
190,放射性皮炎
191,全葡萄膜炎
192,先天性髋关节脱位
193,运动诱发哮喘
194,原发性急性闭角型青光眼
195,鸟枪弹样视网膜脉络膜病变
196,原发性胆汁性肝硬化
197,中耳气压伤
198,输卵管妊娠破裂
199,颅内低压性头痛
200,夸赛纳森林病
201,鼻部穿通性毛囊炎
202,老年癌症病人的急性感染
203,囊痈
204,十二指肠旁疝
205,类鼻疽
206,经行头痛
207,食管腐蚀性灼伤
208,颞骨岩部炎
209,疰夏
210,躁狂症
211,肌肉痉挛
212,小儿肾性尿崩症
213,小儿石膏综合征
214,高脂蛋白血症
215,发芽马铃薯中毒
216,黄瘤
217,肠系膜裂孔疝
218,新生儿呕血和便血
219,布氏杆菌性关节炎
220,先天性后鼻孔闭锁
221,糖原累积病
222,屈光不正
223,酸碱灼伤
224,癫病
225,星形病毒胃肠炎
226,梅杰综合症
227,肺癌骨转移
228,膝关节侧副韧带损伤
229,Nezelot综合征
230,痛经
231,肝源性肾损害
232,Maffucci综合征
233,卵巢恶性腹膜间皮瘤
234,水痛症
235,磨损
236,冻伤
237,继发性血小板增多症
238,坐骨神经盆腔出口狭窄症
239,原发性系统性淀粉样变
240,寻常疣
241,胃内异物
242,小儿混合性结缔组织病
243,抗胰蛋白酶缺乏症
244,拉休尤-格拉哈姆-利特尔综合征
245,发热伴血小板减少综合征
246,湿痹
247,肛裂
248,肛肠疾病
249,流行性斑疹伤寒
250,睥翻粘睑
251,遗传性高尿酸血症
252,斜颈
253,反向斜视
254,急性乳突炎
255,包涵体性结膜炎
256,气性坏疽
257,关格
258,信息成瘾
259,醛固酮缺乏症
260,沙雷菌肺炎
261,幼年型慢性关节炎及其伴发的葡萄膜炎
262,迟发性外伤性脑内血肿
263,副霍乱
264,老年人胆囊炎
265,阳虚
266,非典型分枝杆菌性巩膜炎
267,小儿急性胆囊炎
268,肺部少见的恶性肿瘤
269,寻常狼疮
270,老年人肺炎
271,神经源性肿瘤
272,肉孢子虫病
273,骨恶性淋巴瘤
274,慢性呼吸衰竭
275,肺血吸虫病
276,单纯肾异位
277,十字韧带损伤
278,小儿脉络丛乳头状瘤
279,小儿雅克什综合征
280,急性冠脉综合征
281,并发症白内障
282,单纯性肺嗜酸粒细胞浸润症
283,小儿骶尾部畸胎瘤
284,间质性膀胱炎
285,人免疫缺陷病毒感染性肾损害
286,全身性发疹性组织细胞增生症
287,腰椎椎管狭窄症
288,阴囊丝虫病
289,中央晕轮状脉络膜萎缩
290,韦格内肉芽肿
291,植物神经功能障碍
292,疣状表皮发育不良
293,休息痢
294,小儿视神经胶质瘤
295,阴沟肠杆菌感染
296,巨人症及肢端肥大症
297,固定性斜视
298,结节性硬化病
299,鼻血管瘤
300,急性粒细胞缺乏
301,肱骨干骨折
302,血友病
303,痛风石
304,颅内黑色素瘤
